"document","comment_id","type","start","end"
"NDY-186","1518","affection declaration","60","81"
"NDY-186","1520","positive feedback","19","20"
"NDY-186","1521","positive feedback","0","33"
"NDY-186","1522","positive feedback","7","13"
"NDY-186","1530","compliment","0","21"
"NDY-186","1532","positive feedback","0","4"
"NDY-186","1532","positive feedback","5","27"
"NDY-186","1533","positive feedback","0","40"
"NDY-186","1534","affection declaration","0","38"
"NDY-186","1539","affection declaration","0","8"
"NDY-186","1543","compliment","12","53"
"NDY-186","1543","affection declaration","99","127"
"NDY-186","1550","affection declaration","0","20"
"NDY-186","1551","affection declaration","0","8"
"NDY-186","1556","affection declaration","0","15"
"NDY-186","1558","affection declaration","0","13"
"NDY-186","1559","positive feedback","0","23"
"NDY-186","1560","affection declaration","0","12"
"NDY-186","1562","affection declaration","0","7"
"NDY-186","1565","affection declaration","14","23"
"NDY-186","1566","affection declaration","0","30"
"NDY-186","1567","affection declaration","0","5"
"NDY-186","1575","affection declaration","0","12"
"NDY-186","1577","affection declaration","12","25"
"NDY-186","1580","positive feedback","0","25"
"NDY-186","1584","positive feedback","0","35"
"NDY-186","1584","positive feedback","36","88"
"NDY-186","1590","positive feedback","0","20"
"NDY-186","1592","affection declaration","0","18"
"NDY-186","1592","affection declaration","19","40"
"NDY-186","1594","affection declaration","0","19"
"NDY-186","1595","positive feedback","41","56"
"NDY-186","1596","positive feedback","0","19"
"NDY-186","1597","affection declaration","25","37"
"NDY-186","1603","positive feedback","0","21"
"NDY-186","1606","positive feedback","0","4"
"NDY-186","1607","positive feedback","34","65"
"NDY-186","1608","positive feedback","0","27"
"NDY-186","1609","ambiguous","0","3"
"NDY-186","1610","positive feedback","0","57"
"NDY-186","1613","affection declaration","0","33"
"NDY-186","1616","positive feedback","0","63"
"NDY-186","1616","affection declaration","64","99"
"NDY-186","1616","compliment","100","128"
"NDY-186","1618","affection declaration","0","36"
"NDY-186","1623","positive feedback","0","5"
"NDY-186","1629","positive feedback","52","56"
"NDY-186","1637","positive feedback","0","8"
"NDY-186","1641","positive feedback","19","25"
"NDY-186","1646","positive feedback","0","45"
"NDY-186","1646","affection declaration","46","55"
"NDY-186","1648","positive feedback","0","35"
"NDY-186","1651","affection declaration","0","73"
"NDY-186","1651","affection declaration","74","109"
"NDY-186","1654","positive feedback","19","21"
"NDY-186","1655","positive feedback","0","4"
"NDY-186","1656","positive feedback","23","24"
"NDY-186","1661","positive feedback","0","39"
"NDY-186","1662","positive feedback","0","3"
"NDY-186","1664","affection declaration","19","25"
"NDY-186","1667","positive feedback","29","31"
"NDY-186","1671","positive feedback","0","19"
"NDY-186","1674","positive feedback","43","65"
"NDY-186","1675","positive feedback","183","194"
"NDY-186","1677","positive feedback","0","22"
"NDY-186","1678","positive feedback","0","14"
"NDY-186","1678","positive feedback","112","116"
"NDY-186","1678","positive feedback","164","169"
"NDY-186","1682","positive feedback","0","4"
"NDY-186","1684","positive feedback","58","73"
"NDY-186","1689","positive feedback","0","25"
"NDY-186","1690","positive feedback","0","16"
"NDY-186","1694","compliment","0","23"
"NDY-186","1694","encouragement","24","41"
"NDY-186","1694","affection declaration","42","61"
"NDY-186","1696","positive feedback","0","6"
"NDY-186","1697","positive feedback","0","12"
"NDY-186","1698","positive feedback","0","24"
"NDY-186","1701","positive feedback","0","13"
"NDY-186","1711","positive feedback","0","21"
"NDY-186","1715","positive feedback","0","12"
"NDY-186","1715","positive feedback","15","53"
"NDY-186","1716","positive feedback","0","34"
"NDY-186","1724","affection declaration","0","21"
"NDY-186","1725","positive feedback","0","6"
"NDY-186","1727","positive feedback","0","35"
"NDY-186","1729","positive feedback","0","21"
"NDY-186","1729","positive feedback","22","37"
"NDY-186","1729","compliment","38","63"
"NDY-186","1729","compliment","64","82"
"NDY-186","1730","positive feedback","0","4"
"NDY-186","1731","positive feedback","0","9"
"NDY-186","1738","positive feedback","0","13"
"NDY-186","1743","positive feedback","33","51"
"NDY-186","1746","positive feedback","0","10"
"NDY-186","1747","positive feedback","0","61"
"NDY-186","1750","affection declaration","0","31"
"NDY-186","1753","affection declaration","0","14"
"NDY-186","1753","positive feedback","15","55"
"NDY-186","1754","positive feedback","0","9"
"NDY-186","1756","positive feedback","0","14"
"NDY-186","1760","positive feedback","0","47"
"NDY-186","1763","positive feedback","0","17"
"NDY-186","1763","positive feedback","18","55"
"NDY-186","1763","positive feedback","56","70"
"NDY-186","1765","positive feedback","0","24"
"NDY-186","1766","positive feedback","0","19"
"NDY-186","1768","positive feedback","0","14"
"NDY-186","1768","positive feedback","15","35"
"NDY-186","1770","positive feedback","0","12"
"NDY-186","1776","positive feedback","0","11"
"NDY-186","1776","positive feedback","12","52"
"NDY-186","1778","positive feedback","0","34"
"NDY-186","1778","positive feedback","35","57"
"NDY-186","1782","positive feedback","0","30"
"NDY-186","1783","positive feedback","0","18"
"NDY-186","1783","positive feedback","19","79"
"NDY-186","1784","positive feedback","0","6"
"NDY-186","1786","positive feedback","0","12"
"NDY-186","1796","positive feedback","0","13"
"NDY-186","1796","compliment","14","44"
"NDY-186","1801","positive feedback","0","18"
"NDY-186","1803","compliment","95","141"
"NDY-186","1807","positive feedback","0","17"
"NDY-186","1814","positive feedback","0","22"
"NDY-186","1815","positive feedback","0","20"
"NDY-186","1818","positive feedback","0","20"
"NDY-186","1822","positive feedback","0","12"
"NDY-186","1823","affection declaration","0","45"
"NDY-186","1829","positive feedback","0","18"
"NDY-186","1831","affection declaration","0","8"
"NDY-186","1831","positive feedback","9","13"
"NDY-186","1833","positive feedback","32","43"
"NDY-186","1834","positive feedback","0","28"
"NDY-186","1850","positive feedback","0","4"
"NDY-186","1855","positive feedback","0","14"
"NDY-186","1859","positive feedback","0","4"
"NDY-186","1860","positive feedback","0","36"
"NDY-186","1861","positive feedback","0","12"
"NDY-186","1865","positive feedback","0","4"
"NDY-186","1866","positive feedback","0","10"
"NDY-186","1867","positive feedback","42","68"
"NDY-186","1870","positive feedback","0","4"
"NDY-186","1874","positive feedback","20","31"
"NDY-186","1874","group membership","32","47"
"NDY-186","1875","positive feedback","43","58"
"NDY-186","1876","positive feedback","0","10"
"NDY-186","1878","positive feedback","0","35"
"NDY-186","1878","encouragement","36","51"
"NDY-186","1886","positive feedback","0","36"
"NDY-186","1889","affection declaration","0","50"
"NDY-186","1891","positive feedback","0","14"
"NDY-186","1898","ambiguous","0","3"
"NDY-186","1902","positive feedback","0","9"
"NDY-186","1902","encouragement","10","24"
"NDY-186","1903","positive feedback","0","4"
"NDY-186","1907","positive feedback","0","36"
"NDY-186","1910","positive feedback","0","17"
"NDY-186","1913","positive feedback","0","12"
"NDY-186","1914","positive feedback","0","18"
"NDY-186","1915","affection declaration","0","18"
"NDY-186","1920","positive feedback","0","49"
"NDY-186","1927","affection declaration","0","43"
"NDY-186","1929","compliment","0","14"
"NDY-186","1929","positive feedback","15","46"
"NDY-186","1929","compliment","47","87"
"NDY-186","1931","positive feedback","41","61"
"NDY-186","1931","positive feedback","62","101"
"NDY-186","1936","positive feedback","0","10"
"NDY-186","1941","positive feedback","0","24"
"NDY-186","1943","positive feedback","0","44"
"NDY-186","1943","positive feedback","45","65"
"NDY-186","1956","positive feedback","0","27"
"NDY-186","1956","positive feedback","28","44"
"NDY-186","1958","positive feedback","0","31"
"NDY-186","1958","compliment","32","79"
"NDY-186","1960","positive feedback","32","66"
"NDY-186","1961","positive feedback","0","26"
"NDY-186","1961","positive feedback","27","36"
"NDY-186","1961","positive feedback","37","63"
"NDY-186","1964","positive feedback","0","10"
"NDY-186","1965","positive feedback","0","28"
"NDY-186","1966","positive feedback","0","5"
"NDY-186","1967","positive feedback","0","24"
"NDY-186","1968","positive feedback","0","28"
"NDY-186","1972","positive feedback","0","1"
"NDY-186","1973","affection declaration","0","21"
"NDY-186","1981","positive feedback","0","4"
"NDY-186","1982","positive feedback","0","17"
"NDY-186","1990","positive feedback","0","4"
"NDY-186","1995","implicit","0","33"
"NDY-186","2001","positive feedback","0","1"
"NDY-186","2012","positive feedback","0","14"
"NDY-186","2018","positive feedback","0","33"
"NDY-186","2019","positive feedback","0","6"
"NDY-186","2020","positive feedback","0","11"
"NDY-186","2027","positive feedback","0","4"
"NDY-186","2029","positive feedback","42","58"
"NDY-186","2032","positive feedback","0","4"
"NDY-186","2033","positive feedback","0","12"
"NDY-186","2034","positive feedback","0","15"
"NDY-186","2034","positive feedback","16","29"
"NDY-186","2036","positive feedback","0","12"
"NDY-186","2037","positive feedback","0","16"
"NDY-186","2038","positive feedback","0","13"
"NDY-186","2043","positive feedback","0","13"
"NDY-186","2043","encouragement","14","29"
"NDY-186","2064","positive feedback","0","19"
"NDY-186","2068","positive feedback","0","29"
"NDY-186","2069","positive feedback","0","14"
"NDY-186","2069","positive feedback","15","42"
"NDY-186","2070","affection declaration","3","16"
"NDY-186","2075","positive feedback","44","58"
"NDY-186","2075","group membership","59","78"
"NDY-186","2076","compliment","0","78"
"NDY-186","2076","affection declaration","79","103"
"NDY-186","2076","compliment","104","125"
"NDY-186","2076","affection declaration","126","162"
"NDY-186","2076","affection declaration","163","193"
"NDY-186","2076","compliment","163","185"
"NDY-186","2090","positive feedback","0","4"
"NDY-186","2091","positive feedback","43","68"
"NDY-186","2091","compliment","69","156"
"NDY-186","2092","positive feedback","12","15"
"NDY-186","2092","positive feedback","16","53"
"NDY-186","2093","positive feedback","0","4"
"NDY-186","2094","positive feedback","0","13"
"NDY-186","2096","positive feedback","0","20"
"NDY-186","2097","positive feedback","0","4"
"NDY-186","2101","positive feedback","0","53"
"NDY-186","2102","positive feedback","0","9"
"NDY-186","2109","positive feedback","0","8"
"NDY-186","2110","positive feedback","0","11"
"NDY-186","2116","affection declaration","0","10"
"NDY-186","2117","affection declaration","0","26"
"NDY-186","2118","positive feedback","0","18"
"NDY-186","2120","positive feedback","0","12"
"NDY-186","2127","positive feedback","0","10"
"NDY-186","2127","compliment","11","46"
"NDY-186","2131","positive feedback","0","41"
"NDY-186","2135","positive feedback","49","63"
"NDY-186","2137","positive feedback","0","38"
"NDY-186","2138","positive feedback","0","14"
"NDY-186","2139","positive feedback","42","59"
"NDY-186","2139","positive feedback","60","80"
"NDY-186","2140","affection declaration","0","45"
"NDY-186","2143","compliment","0","16"
"NDY-186","2147","compliment","0","43"
"NDY-186","2148","positive feedback","0","4"
"NDY-186","2149","positive feedback","0","23"
"NDY-186","2150","positive feedback","0","22"
"NDY-186","2150","encouragement","23","34"
"NDY-186","2150","affection declaration","35","54"
"NDY-186","2151","positive feedback","44","67"
"NDY-186","2151","encouragement","68","85"
"NDY-186","2152","positive feedback","0","28"
"NDY-186","2153","positive feedback","43","72"
"NDY-186","2153","encouragement","73","90"
"NDY-186","2153","affection declaration","91","107"
"NDY-186","2154","affection declaration","0","13"
"NDY-186","2155","positive feedback","39","59"
"NDY-186","2156","positive feedback","71","87"
"NDY-186","2159","positive feedback","0","9"
"NDY-186","2163","encouragement","0","19"
"NDY-186","2166","positive feedback","0","36"
"NDY-186","2172","positive feedback","0","46"
"NDY-186","2172","positive feedback","47","94"
"NDY-186","2172","affection declaration","97","114"
"NDY-186","2172","affection declaration","119","152"
"NDY-186","2172","positive feedback","155","215"
"NDY-186","2172","compliment","218","264"
"NDY-186","2172","affection declaration","265","293"
"NDY-186","2172","affection declaration","298","334"
"NDY-186","2172","affection declaration","337","371"
"NDY-186","2173","affection declaration","11","43"
"NDY-186","2173","compliment","11","34"
"NDY-186","2173","affection declaration","44","133"
"NDY-186","2173","affection declaration","134","159"
"NDY-186","2175","positive feedback","0","4"
"NDY-186","2176","positive feedback","0","17"
"NDY-186","2176","encouragement","18","27"
"NDY-186","2176","encouragement","28","46"
"NDY-186","2183","positive feedback","0","12"
"NDY-186","2186","positive feedback","0","13"
"NDY-186","2188","affection declaration","0","20"
"NDY-186","2189","positive feedback","0","33"
"NDY-186","2209","affection declaration","0","20"
"NDY-186","2210","positive feedback","0","4"
"NDY-186","2214","positive feedback","0","4"
"NDY-186","2216","affection declaration","0","25"
"NDY-186","2217","positive feedback","11","53"
"NDY-186","2219","affection declaration","12","34"
"NDY-186","2219","affection declaration","35","52"
"NDY-186","2219","encouragement","53","68"
"NDY-186","2220","positive feedback","0","14"
"NDY-186","2224","affection declaration","0","31"
"NDY-186","2224","positive feedback","0","31"
"NDY-186","2235","positive feedback","0","40"
"NDY-186","2238","positive feedback","0","12"
"NDY-186","2239","positive feedback","0","28"
"NDY-186","2239","encouragement","29","59"
"NDY-186","2239","compliment","29","43"
"NDY-186","2239","affection declaration","60","66"
"NDY-186","2240","compliment","0","148"
"NDY-186","2240","compliment","149","161"
"NDY-186","2243","compliment","16","47"
"NDY-186","2243","positive feedback","48","149"
"NDY-186","2243","positive feedback","150","171"
"NDY-186","2251","compliment","16","93"
"NDY-186","2254","positive feedback","0","5"
"NDY-186","2256","positive feedback","0","4"
"NDY-186","2265","positive feedback","0","13"
"NDY-186","2266","positive feedback","0","18"
"NDY-186","2268","positive feedback","0","4"
"NDY-186","2269","affection declaration","0","39"
"NDY-186","2272","positive feedback","0","4"
"NDY-186","2273","positive feedback","0","27"
"NDY-186","2273","positive feedback","28","33"
"NDY-186","2274","positive feedback","0","14"
"NDY-186","2277","affection declaration","0","13"
"NDY-186","2278","positive feedback","55","73"
"NDY-186","2279","positive feedback","0","12"
"NDY-186","2280","affection declaration","0","19"
"NDY-186","2281","affection declaration","0","30"
"NDY-186","2284","affection declaration","0","37"
"NDY-186","2286","positive feedback","68","90"
"NDY-186","2290","positive feedback","0","13"
"NDY-186","2291","positive feedback","0","34"
"NDY-186","2295","positive feedback","0","11"
"NDY-186","2296","positive feedback","0","3"
"NDY-186","2298","positive feedback","0","29"
"NDY-186","2302","affection declaration","0","45"
"NDY-186","2303","positive feedback","0","12"
"NDY-186","2306","positive feedback","0","18"
"NDY-186","2309","positive feedback","0","9"
"NDY-186","2313","positive feedback","0","19"
"NDY-186","2314","positive feedback","0","16"
"NDY-186","2321","positive feedback","0","26"
"NDY-186","2322","positive feedback","0","20"
"NDY-186","2324","positive feedback","0","14"
"NDY-186","2324","affection declaration","15","50"
"NDY-186","2328","positive feedback","0","10"
"NDY-186","2330","positive feedback","0","39"
"NDY-186","2331","positive feedback","0","12"
"NDY-186","2333","affection declaration","0","40"
"NDY-186","2333","affection declaration","41","72"
"NDY-186","2333","positive feedback","73","118"
"NDY-186","2334","positive feedback","0","8"
"NDY-186","2335","positive feedback","0","10"
"NDY-186","2336","compliment","77","118"
"NDY-186","2339","affection declaration","51","80"
"NDY-186","2340","positive feedback","0","16"
"NDY-186","2340","positive feedback","21","92"
"NDY-186","2341","positive feedback","0","23"
"NDY-186","2341","affection declaration","24","41"
"NDY-186","2357","affection declaration","0","35"
"NDY-186","2358","positive feedback","0","12"
"NDY-186","2366","positive feedback","0","10"
"NDY-186","2366","positive feedback","11","61"
"NDY-186","2367","ambiguous","0","3"
"NDY-186","2376","compliment","0","22"
"NDY-186","2377","affection declaration","0","38"
"NDY-186","2378","positive feedback","0","9"
"NDY-186","2381","positive feedback","0","10"
"NDY-186","2384","compliment","0","35"
"NDY-186","2386","positive feedback","0","24"
"NDY-186","2388","group membership","65","100"
"NDY-186","2390","positive feedback","0","4"
"NDY-186","2392","positive feedback","0","9"
"NDY-186","2392","positive feedback","10","36"
"NDY-186","2396","compliment","0","53"
"NDY-186","2397","positive feedback","26","49"
"NDY-186","2407","positive feedback","0","26"
"NDY-186","2408","positive feedback","0","19"
"NDY-186","2408","positive feedback","60","79"
"NDY-186","2408","positive feedback","80","99"
"NDY-186","2409","positive feedback","0","32"
"NDY-186","2410","positive feedback","0","22"
"NDY-186","2415","positive feedback","0","50"
"NDY-186","2416","positive feedback","0","11"
"NDY-186","2419","positive feedback","0","16"
"NDY-186","2420","positive feedback","0","77"
"NDY-186","2422","positive feedback","0","4"
"NDY-186","2423","affection declaration","0","41"
"NDY-186","2425","affection declaration","0","18"
"NDY-186","2425","positive feedback","19","59"
"NDY-186","2430","ambiguous","0","3"
"NDY-186","2434","positive feedback","0","3"
"NDY-186","2435","positive feedback","0","38"
"NDY-186","2438","positive feedback","0","30"
"NDY-186","2444","positive feedback","0","37"
"NDY-186","2446","positive feedback","0","12"
"NDY-186","2448","positive feedback","0","4"
"NDY-186","2448","positive feedback","5","16"
"NDY-186","2448","positive feedback","17","42"
"NDY-186","2449","positive feedback","0","4"
"NDY-186","2449","compliment","5","18"
"NDY-186","2449","encouragement","19","34"
"NDY-186","2455","positive feedback","0","3"
"NDY-186","2456","positive feedback","46","49"
"NDY-186","2456","positive feedback","50","68"
"NDY-186","2458","affection declaration","0","19"
"NDY-186","2458","group membership","20","47"
"NDY-186","2459","positive feedback","0","2"
"NDY-186","2460","positive feedback","0","26"
"NDY-186","2460","positive feedback","27","39"
"NDY-186","2461","compliment","0","30"
"NDY-186","2462","positive feedback","0","10"
"NDY-186","2464","positive feedback","0","10"
"NDY-186","2465","positive feedback","0","18"
"NDY-186","2469","positive feedback","0","19"
"NDY-186","2474","positive feedback","0","5"
"NDY-186","2475","positive feedback","0","4"
"NDY-186","2477","positive feedback","0","4"
"NDY-186","2479","positive feedback","0","15"
"NDY-186","2480","positive feedback","0","14"
"NDY-186","2481","positive feedback","0","48"
"NDY-186","2481","positive feedback","51","66"
"NDY-186","2483","positive feedback","38","67"
"NDY-186","2483","positive feedback","68","83"
"NDY-186","2484","positive feedback","0","4"
"NDY-186","2488","positive feedback","0","15"
"NDY-186","2491","positive feedback","85","129"
"NDY-186","2493","ambiguous","0","3"
"NDY-186","2494","positive feedback","0","13"
"NDY-186","2497","affection declaration","0","28"
"NDY-186","2497","positive feedback","29","53"
"NDY-186","2497","encouragement","58","77"
"NDY-186","2498","encouragement","0","24"
"NDY-186","2499","positive feedback","0","44"
"NDY-186","2500","positive feedback","0","38"
"NDY-186","2501","agreement","0","16"
"NDY-186","2503","positive feedback","0","16"
"NDY-186","2504","positive feedback","0","4"
"NDY-186","2505","compliment","0","43"
"NDY-186","2505","affection declaration","44","66"
"NDY-186","2505","affection declaration","67","98"
"NDY-186","2506","positive feedback","0","4"
"NDY-186","2508","positive feedback","0","12"
"NDY-186","2508","gratitude","13","58"
"NDY-186","2510","affection declaration","0","9"
"NDY-186","2516","positive feedback","0","23"
"NDY-186","2519","affection declaration","0","13"
"NDY-186","2521","positive feedback","0","15"
"NDY-186","2523","compliment","0","22"
"NDY-186","2526","positive feedback","0","16"
"NDY-186","2526","affection declaration","17","55"
"NDY-186","2526","positive feedback","17","55"
"NDY-186","2526","positive feedback","56","79"
"NDY-186","2526","encouragement","80","103"
"NDY-186","2528","positive feedback","0","4"
"NDY-186","2530","positive feedback","0","17"
"NDY-186","2530","positive feedback","20","53"
"NDY-186","2530","encouragement","54","75"
"NDY-186","2532","positive feedback","0","15"
"NDY-186","2534","positive feedback","0","45"
"NDY-186","2537","positive feedback","0","37"
"NDY-186","2538","positive feedback","0","31"
"NDY-186","2540","positive feedback","0","33"
"NDY-186","2543","positive feedback","0","8"
"NDY-186","2544","positive feedback","0","4"
"NDY-186","2547","positive feedback","0","9"
"NDY-186","2547","positive feedback","12","83"
"NDY-186","2549","affection declaration","0","21"
"NDY-186","2551","positive feedback","0","4"
"NDY-186","2557","positive feedback","32","76"
"NDY-186","2561","positive feedback","0","4"
"NDY-186","2562","positive feedback","0","4"
"NDY-186","2564","positive feedback","42","67"
"NDY-186","2567","positive feedback","0","4"
"NDY-186","2569","positive feedback","0","12"
"NDY-186","2570","positive feedback","0","13"
"NDY-186","2573","positive feedback","0","11"
"NDY-186","2575","positive feedback","0","4"
"NDY-186","2576","positive feedback","0","19"
"NDY-186","2579","positive feedback","0","12"
"NDY-186","2584","positive feedback","0","19"
"NDY-186","2584","encouragement","20","38"
"NDY-186","2586","positive feedback","0","4"
"NDY-186","2587","positive feedback","0","45"
"NDY-186","2588","positive feedback","0","6"
"NDY-186","2589","positive feedback","0","7"
"NDY-186","2589","compliment","8","88"
"NDY-186","2590","positive feedback","0","10"
"NDY-186","2590","encouragement","11","23"
"NDY-186","2590","affection declaration","24","45"
"NDY-186","2591","positive feedback","40","44"
"NDY-186","2591","positive feedback","45","54"
"NDY-186","2593","affection declaration","0","13"
"NDY-186","2594","positive feedback","0","4"
"NDY-186","2598","positive feedback","0","4"
"NDY-186","2622","affection declaration","0","13"
"NDY-186","2627","positive feedback","0","45"
"NDY-186","2627","compliment","46","77"
"NDY-186","2627","encouragement","78","87"
"NDY-186","2630","positive feedback","0","27"
"NDY-186","2632","positive feedback","0","11"
"NDY-186","2633","positive feedback","43","55"
"NDY-186","2634","positive feedback","0","14"
"NDY-186","2634","encouragement","15","33"
"NDY-186","2635","ambiguous","0","3"
"NDY-186","2643","positive feedback","0","4"
"NDY-186","2648","positive feedback","0","19"
"NDY-186","2648","positive feedback","20","42"
"NDY-186","2650","affection declaration","0","24"
"NDY-186","2657","positive feedback","0","12"
"NDY-186","2657","affection declaration","13","29"
"NDY-186","2658","positive feedback","0","17"
"NDY-186","2659","affection declaration","0","26"
"NDY-186","2659","positive feedback","27","72"
"NDY-186","2663","positive feedback","0","9"
"NDY-186","2664","compliment","0","7"
"NDY-186","2665","positive feedback","0","4"
"NDY-186","2669","affection declaration","0","21"
"NDY-186","2681","positive feedback","0","18"
"NDY-186","2683","positive feedback","0","24"
"NDY-186","2684","affection declaration","0","14"
"NDY-186","2690","affection declaration","0","29"
"NDY-186","2691","compliment","0","49"
"NDY-186","2691","affection declaration","50","69"
"NDY-186","2692","affection declaration","0","20"
"NDY-186","2692","positive feedback","43","48"
"NDY-186","2693","positive feedback","0","5"
"NDY-186","2695","positive feedback","0","9"
"NDY-186","2695","compliment","10","30"
"NDY-186","2699","positive feedback","9","32"
"NDY-186","2703","positive feedback","0","12"
"NDY-186","2703","positive feedback","13","21"
"NDY-186","2703","positive feedback","22","61"
"NDY-186","2704","positive feedback","55","67"
"NDY-186","2705","positive feedback","0","28"
"NDY-186","2706","positive feedback","0","14"
"NDY-186","2709","positive feedback","0","40"
"NDY-186","2716","positive feedback","0","11"
"NDY-186","2717","affection declaration","0","19"
"NDY-186","2717","positive feedback","20","43"
"NDY-186","2717","encouragement","44","62"
"NDY-186","2718","positive feedback","0","46"
"NDY-186","2720","affection declaration","0","13"
"NDY-186","2721","affection declaration","0","13"
"NDY-186","2723","positive feedback","25","51"
"NDY-186","2724","positive feedback","0","11"
"NDY-186","2725","implicit","0","45"
"NDY-186","2727","compliment","44","124"
"NDY-186","2727","compliment","125","136"
"NDY-186","2736","positive feedback","0","31"
"NDY-186","2736","compliment","32","63"
"NDY-186","2736","positive feedback","64","72"
"NDY-186","2737","positive feedback","0","37"
"NDY-186","2738","encouragement","0","21"
"NDY-186","2743","positive feedback","0","62"
"NDY-186","2744","positive feedback","0","30"
"NDY-186","2745","positive feedback","0","4"
"NDY-186","2749","positive feedback","0","23"
"NDY-186","2752","positive feedback","0","4"
"NDY-186","2753","positive feedback","0","12"
"NDY-186","2754","compliment","0","60"
"NDY-186","2757","positive feedback","0","4"
"NDY-186","2768","positive feedback","0","11"
"NDY-186","2769","positive feedback","0","20"
"NDY-186","2769","encouragement","21","36"
"NDY-186","2772","positive feedback","0","26"
"NDY-186","2774","positive feedback","34","53"
"NDY-186","2779","positive feedback","0","4"
"NDY-186","2782","positive feedback","0","18"
"NDY-186","2784","positive feedback","0","14"
"NDY-186","2784","affection declaration","15","33"
"NDY-186","2785","affection declaration","0","15"
"NDY-186","2790","positive feedback","0","4"
"NDY-186","2794","positive feedback","0","7"
"NDY-186","2800","positive feedback","0","3"
"NDY-186","2804","affection declaration","74","96"
"NDY-186","2806","positive feedback","40","71"
"NDY-186","2807","positive feedback","84","85"
"NDY-186","2809","positive feedback","0","39"
"NDY-186","2811","positive feedback","0","11"
"NDY-186","2813","positive feedback","45","70"
"NDY-186","2813","affection declaration","71","100"
"NDY-186","2820","group membership","3","32"
"NDY-186","2821","affection declaration","45","61"
"NDY-186","2823","positive feedback","0","28"
"NDY-186","2827","positive feedback","0","9"
"NDY-186","2827","compliment","10","35"
"NDY-186","2827","compliment","36","53"
"NDY-186","2828","positive feedback","0","28"
"NDY-186","2830","positive feedback","0","15"
"NDY-186","2830","compliment","16","50"
"NDY-186","2831","positive feedback","0","2"
"NDY-186","2835","affection declaration","0","13"
"NDY-186","2836","positive feedback","0","33"
"NDY-186","2838","affection declaration","0","33"
"NDY-186","2839","affection declaration","0","54"
"NDY-186","2839","positive feedback","55","96"
"NDY-186","2842","positive feedback","0","17"
"NDY-186","2842","encouragement","18","38"
"NDY-186","2843","affection declaration","0","14"
"NDY-186","2844","affection declaration","79","97"
"NDY-186","2844","affection declaration","98","126"
"NDY-186","2845","compliment","0","54"
"NDY-186","2852","affection declaration","0","14"
"NDY-186","2852","positive feedback","17","70"
"NDY-186","2852","positive feedback","73","84"
"NDY-186","2853","positive feedback","31","44"
"NDY-186","2853","encouragement","45","87"
"NDY-186","2854","positive feedback","0","11"
"NDY-186","2855","positive feedback","0","21"
"NDY-186","2856","positive feedback","0","15"
"NDY-186","2857","positive feedback","0","68"
"NDY-186","2858","positive feedback","0","38"
"NDY-186","2858","affection declaration","39","57"
"NDY-186","2859","positive feedback","0","10"
"NDY-186","2860","positive feedback","0","13"
"NDY-186","2862","affection declaration","0","25"
"NDY-186","2863","positive feedback","0","159"
"NDY-186","2867","positive feedback","0","4"
"NDY-186","2873","positive feedback","0","6"
"NDY-186","2875","compliment","0","28"
"NDY-186","2880","positive feedback","0","16"
"NDY-186","2882","positive feedback","0","18"
"NDY-186","2882","compliment","19","50"
"NDY-186","2885","compliment","0","54"
"NDY-186","2885","compliment","55","69"
"NDY-186","2887","positive feedback","0","16"
"NDY-186","2887","encouragement","19","40"
"NDY-186","2888","compliment","0","50"
"NDY-186","2890","positive feedback","0","4"
"NDY-186","2890","encouragement","7","22"
"NDY-186","2892","positive feedback","0","4"
"NDY-186","2893","positive feedback","0","24"
"NDY-186","2894","positive feedback","0","17"
"NDY-186","2899","positive feedback","0","16"
"NDY-186","2900","positive feedback","35","55"
"NDY-186","2902","positive feedback","0","5"
"NDY-186","2902","positive feedback","6","35"
"NDY-186","2902","affection declaration","36","54"
"NDY-186","2903","positive feedback","0","4"
"NDY-186","2904","positive feedback","0","13"
"NDY-186","2906","positive feedback","0","5"
"NDY-186","2907","positive feedback","0","17"
"NDY-186","2908","encouragement","0","21"
"NDY-186","2910","positive feedback","39","71"
"NDY-186","2910","encouragement","74","86"
"NDY-186","2914","positive feedback","0","59"
"NDY-186","2914","positive feedback","60","80"
"NDY-186","2915","positive feedback","0","27"
"NDY-186","2916","affection declaration","0","30"
"NDY-186","2919","positive feedback","0","17"
"NDY-186","2923","positive feedback","0","11"
"NDY-186","2927","positive feedback","0","32"
"NDY-186","2928","positive feedback","0","34"
"NDY-186","2933","positive feedback","40","65"
"NDY-186","2934","affection declaration","0","41"
"NDY-186","2938","affection declaration","0","13"
"NDY-186","2938","positive feedback","14","38"
"NDY-186","2939","positive feedback","0","1"
"NDY-186","2940","gratitude","0","40"
"NDY-186","2944","affection declaration","0","33"
"NDY-186","2944","affection declaration","34","55"
"NDY-186","2945","implicit","0","39"
"NDY-186","2949","compliment","0","32"
"NDY-186","2952","positive feedback","0","10"
"NDY-186","2952","positive feedback","13","29"
"NDY-186","2953","positive feedback","10","74"
"NDY-186","2953","affection declaration","75","105"
"NDY-186","2953","positive feedback","201","202"
"NDY-186","2954","positive feedback","0","18"
"NDY-186","2956","positive feedback","0","18"
"NDY-186","2967","positive feedback","0","4"
"NDY-186","2970","affection declaration","0","16"
"NDY-186","2974","positive feedback","0","12"
"NDY-186","2976","positive feedback","41","53"
"NDY-186","2981","positive feedback","0","17"
"NDY-186","2981","encouragement","18","27"
